CTID_FIVETRAN_ID,ID,SKU,NAME,DESCRIPTION,SUBCATEGORY_ID,BRAND,UNIT_PRICE,WEIGHT_LBS,IS_ACTIVE,CREATED_AT,UPDATED_AT,_FIVETRAN_DELETED,_FIVETRAN_SYNCED,DEMO_BATCH_ID,VENDOR_ID
TBD_PR_000179,179,FLR-179,BLOCK+DEKKER Luxury Vinyl Plank 20sqft No. 179,Quality hardware from The Build Depot (TBD),41,BLOCK+DEKKER,58.99,4.20,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000180,180,FLR-180,Kraftsman 12x12 Ceramic Floor Tile No. 180,Quality hardware from The Build Depot (TBD),42,Kraftsman,61.99,4.50,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000181,181,FLR-181,Huskie Click-Lock Laminate 25sqft No. 181,Quality hardware from The Build Depot (TBD),43,Huskie,64.99,4.80,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000182,182,KTB-182,"Klien Toolz 36"" Bathroom Vanity No. 182",Quality hardware from The Build Depot (TBD),44,Klien Toolz,87.99,5.10,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000183,183,KTB-183,Levitan Undermount Kitchen Sink No. 183,Quality hardware from The Build Depot (TBD),45,Levitan,96.99,5.40,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000184,184,KTB-184,Dolta Faucets Widespread Bath Faucet No. 184,Quality hardware from The Build Depot (TBD),46,Dolta Faucets,105.99,0.70,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000185,185,PWR-185,Webber Cordless Drill No. 185,Quality hardware from The Build Depot (TBD),1,Webber,154.99,1.00,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000186,186,PWR-186,"Skotts 7-1/4"" Circular Saw No. 186",Quality hardware from The Build Depot (TBD),2,Skotts,161.99,1.30,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000187,187,PWR-187,STEELE Orbital Sander No. 187,Quality hardware from The Build Depot (TBD),3,STEELE,168.99,1.60,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000188,188,PWR-188,"Owens Korning 4-1/2"" Angle Grinder No. 188",Quality hardware from The Build Depot (TBD),4,Owens Korning,175.99,1.90,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000189,189,HND-189,DeWalter Combination Wrench Set No. 189,Quality hardware from The Build Depot (TBD),5,DeWalter,21.99,2.20,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000190,190,HND-190,Milwonky Needle-Nose Pliers No. 190,Quality hardware from The Build Depot (TBD),6,Milwonky,24.99,2.50,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000191,191,HND-191,Wyobi 10-Piece Screwdriver Set No. 191,Quality hardware from The Build Depot (TBD),7,Wyobi,27.99,2.80,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000192,192,HND-192,Makuta 16 oz. Claw Hammer No. 192,Quality hardware from The Build Depot (TBD),8,Makuta,30.99,3.10,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000193,193,PLB-193,"Bozch 1/2"" PVC Pipe 10ft No. 193",Quality hardware from The Build Depot (TBD),9,Bozch,32.99,3.40,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000194,194,PLB-194,Stanly Pull-Down Kitchen Faucet No. 194,Quality hardware from The Build Depot (TBD),10,Stanly,43.99,3.70,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000195,195,PLB-195,"4M 3/4"" Ball Valve No. 195",Quality hardware from The Build Depot (TBD),11,4M,54.99,4.00,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000196,196,PLB-196,Rust-O-Liam 40-Gal Gas Water Heater No. 196,Quality hardware from The Build Depot (TBD),12,Rust-O-Liam,65.99,4.30,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000197,197,ELC-197,Sherman-Willams 14/2 Romex Wire 250ft No. 197,Quality hardware from The Build Depot (TBD),13,Sherman-Willams,89.99,4.60,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000198,198,ELC-198,Behr-ly Decora 15A Outlet No. 198,Quality hardware from The Build Depot (TBD),14,Behr-ly,94.99,4.90,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000199,199,ELC-199,Dromel 20A Circuit Breaker No. 199,Quality hardware from The Build Depot (TBD),15,Dromel,99.99,5.20,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000200,200,ELC-200,BLOCK+DEKKER LED A19 Bulb 4-Pack No. 200,Quality hardware from The Build Depot (TBD),16,BLOCK+DEKKER,4.99,0.50,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000201,201,PNT-201,Kraftsman Interior Flat Paint 1-Gal No. 201,Quality hardware from The Build Depot (TBD),17,Kraftsman,54.99,0.80,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000202,202,PNT-202,Huskie Exterior Semi-Gloss 1-Gal No. 202,Quality hardware from The Build Depot (TBD),18,Huskie,56.99,1.10,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000203,203,PNT-203,Klien Toolz Deck Stain Transparent 1-Gal No. 203,Quality hardware from The Build Depot (TBD),19,Klien Toolz,58.99,1.40,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000204,204,PNT-204,Levitan Multi-Surface Primer 1-Qt No. 204,Quality hardware from The Build Depot (TBD),20,Levitan,60.99,1.70,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000205,205,HDW-205,"Dolta Faucets #8 x 2"" Wood Screws 100-Pk No. 205",Quality hardware from The Build Depot (TBD),21,Dolta Faucets,28.99,2.00,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000206,206,HDW-206,"Webber 3"" Framing Nails 1-Lb No. 206",Quality hardware from The Build Depot (TBD),22,Webber,29.99,2.30,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000207,207,HDW-207,Skotts Drywall Anchor Kit 50-Pk No. 207,Quality hardware from The Build Depot (TBD),23,Skotts,30.99,2.60,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000208,208,HDW-208,"STEELE 3.5"" Door Hinge 3-Pack No. 208",Quality hardware from The Build Depot (TBD),24,STEELE,31.99,2.90,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000209,209,LBR-209,Owens Korning 2x4x8 Kiln-Dried SPF No. 209,Quality hardware from The Build Depot (TBD),25,Owens Korning,41.99,3.20,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000210,210,PNT-INT-210,Sherman-Willams ProClassic Interior Satin (1 gal),Self-leveling alkyd-modified latex with excellent flow,17,Sherman-Willams,42.99,9.50,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000211,211,LBR-211,"Milwonky R-13 Fiberglass Batt 15"" No. 211",Quality hardware from The Build Depot (TBD),27,Milwonky,49.99,3.80,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000212,212,LBR-212,"Wyobi 4x8 1/2"" Drywall Sheet No. 212",Quality hardware from The Build Depot (TBD),28,Wyobi,53.99,4.10,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000213,213,HVC-213,Makuta 1500W Ceramic Space Heater No. 213,Quality hardware from The Build Depot (TBD),29,Makuta,97.99,4.40,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000214,214,HVC-214,"Bozch 52"" Ceiling Fan w/ Light No. 214",Quality hardware from The Build Depot (TBD),30,Bozch,103.99,4.70,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000215,215,HVC-215,Stanly Smart Thermostat No. 215,Quality hardware from The Build Depot (TBD),31,Stanly,109.99,5.00,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000216,216,HVC-216,4M 20x25x1 HVAC Filter 4-Pk No. 216,Quality hardware from The Build Depot (TBD),32,4M,115.99,5.30,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000217,217,OTD-217,"Rust-O-Liam 21"" Self-Propelled Mower No. 217",Quality hardware from The Build Depot (TBD),33,Rust-O-Liam,355.99,0.60,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000218,218,OTD-218,Sherman-Willams Bypass Pruner No. 218,Quality hardware from The Build Depot (TBD),34,Sherman-Willams,363.99,0.90,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000219,219,OTD-219,Behr-ly Solar Path Light 6-Pack No. 219,Quality hardware from The Build Depot (TBD),35,Behr-ly,21.99,1.20,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000220,220,OTD-220,Dromel 6ft Privacy Fence Panel No. 220,Quality hardware from The Build Depot (TBD),36,Dromel,29.99,1.50,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000221,221,SAF-221,BLOCK+DEKKER Smoke/CO Combo Detector No. 221,Quality hardware from The Build Depot (TBD),37,BLOCK+DEKKER,11.99,1.80,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000222,222,SAF-222,Kraftsman Combination Padlock No. 222,Quality hardware from The Build Depot (TBD),38,Kraftsman,13.99,2.10,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000223,223,SAF-223,Huskie Leather Work Gloves (L) No. 223,Quality hardware from The Build Depot (TBD),39,Huskie,15.99,2.40,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000224,224,SAF-224,Klien Toolz Impact Safety Glasses No. 224,Quality hardware from The Build Depot (TBD),40,Klien Toolz,17.99,2.70,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000225,225,FLR-225,Levitan Luxury Vinyl Plank 20sqft No. 225,Quality hardware from The Build Depot (TBD),41,Levitan,36.99,3.00,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000226,226,FLR-226,Dolta Faucets 12x12 Ceramic Floor Tile No. 226,Quality hardware from The Build Depot (TBD),42,Dolta Faucets,39.99,3.30,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000227,227,FLR-227,Webber Click-Lock Laminate 25sqft No. 227,Quality hardware from The Build Depot (TBD),43,Webber,42.99,3.60,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000228,228,KTB-228,"Skotts 36"" Bathroom Vanity No. 228",Quality hardware from The Build Depot (TBD),44,Skotts,101.99,3.90,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000229,229,KTB-229,STEELE Undermount Kitchen Sink No. 229,Quality hardware from The Build Depot (TBD),45,STEELE,110.99,4.20,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000230,230,KTB-230,Owens Korning Widespread Bath Faucet No. 230,Quality hardware from The Build Depot (TBD),46,Owens Korning,119.99,4.50,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000231,231,PWR-231,DeWalter Cordless Drill No. 231,Quality hardware from The Build Depot (TBD),1,DeWalter,76.99,4.80,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000232,232,PWR-232,"Milwonky 7-1/4"" Circular Saw No. 232",Quality hardware from The Build Depot (TBD),2,Milwonky,83.99,5.10,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000233,233,PWR-233,Wyobi Orbital Sander No. 233,Quality hardware from The Build Depot (TBD),3,Wyobi,90.99,5.40,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000234,234,PWR-234,"Makuta 4-1/2"" Angle Grinder No. 234",Quality hardware from The Build Depot (TBD),4,Makuta,97.99,0.70,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000235,235,HND-235,Bozch Combination Wrench Set No. 235,Quality hardware from The Build Depot (TBD),5,Bozch,79.99,1.00,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000236,236,HND-236,Stanly Needle-Nose Pliers No. 236,Quality hardware from The Build Depot (TBD),6,Stanly,82.99,1.30,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000237,237,HND-237,4M 10-Piece Screwdriver Set No. 237,Quality hardware from The Build Depot (TBD),7,4M,85.99,1.60,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000238,238,HND-238,Rust-O-Liam 16 oz. Claw Hammer No. 238,Quality hardware from The Build Depot (TBD),8,Rust-O-Liam,88.99,1.90,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000239,239,PLB-239,"Sherman-Willams 1/2"" PVC Pipe 10ft No. 239",Quality hardware from The Build Depot (TBD),9,Sherman-Willams,238.99,2.20,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000240,240,PLB-240,Behr-ly Pull-Down Kitchen Faucet No. 240,Quality hardware from The Build Depot (TBD),10,Behr-ly,249.99,2.50,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000241,241,PLB-241,"Dromel 3/4"" Ball Valve No. 241",Quality hardware from The Build Depot (TBD),11,Dromel,260.99,2.80,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000242,242,PLB-242,BLOCK+DEKKER 40-Gal Gas Water Heater No. 242,Quality hardware from The Build Depot (TBD),12,BLOCK+DEKKER,271.99,3.10,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000243,243,ELC-243,Kraftsman 14/2 Romex Wire 250ft No. 243,Quality hardware from The Build Depot (TBD),13,Kraftsman,19.99,3.40,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000244,244,ELC-244,Huskie Decora 15A Outlet No. 244,Quality hardware from The Build Depot (TBD),14,Huskie,24.99,3.70,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000245,245,ELC-245,Klien Toolz 20A Circuit Breaker No. 245,Quality hardware from The Build Depot (TBD),15,Klien Toolz,29.99,4.00,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000246,246,ELC-246,Levitan LED A19 Bulb 4-Pack No. 246,Quality hardware from The Build Depot (TBD),16,Levitan,34.99,4.30,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000247,247,PNT-247,Dolta Faucets Interior Flat Paint 1-Gal No. 247,Quality hardware from The Build Depot (TBD),17,Dolta Faucets,26.99,4.60,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000248,248,PNT-248,Webber Exterior Semi-Gloss 1-Gal No. 248,Quality hardware from The Build Depot (TBD),18,Webber,28.99,4.90,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000249,249,PNT-249,Skotts Deck Stain Transparent 1-Gal No. 249,Quality hardware from The Build Depot (TBD),19,Skotts,30.99,5.20,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000250,250,PNT-250,STEELE Multi-Surface Primer 1-Qt No. 250,Quality hardware from The Build Depot (TBD),20,STEELE,32.99,0.50,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000251,251,HDW-251,"Owens Korning #8 x 2"" Wood Screws 100-Pk No. 251",Quality hardware from The Build Depot (TBD),21,Owens Korning,14.99,0.80,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000252,252,HDW-252,"DeWalter 3"" Framing Nails 1-Lb No. 252",Quality hardware from The Build Depot (TBD),22,DeWalter,15.99,1.10,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000253,253,HDW-253,Milwonky Drywall Anchor Kit 50-Pk No. 253,Quality hardware from The Build Depot (TBD),23,Milwonky,16.99,1.40,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000254,254,HDW-254,"Wyobi 3.5"" Door Hinge 3-Pack No. 254",Quality hardware from The Build Depot (TBD),24,Wyobi,17.99,1.70,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000255,255,LBR-255,Makuta 2x4x8 Kiln-Dried SPF No. 255,Quality hardware from The Build Depot (TBD),25,Makuta,25.99,2.00,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000256,256,LBR-256,"Bozch 4x8 1/2"" Plywood Panel No. 256",Quality hardware from The Build Depot (TBD),26,Bozch,29.99,2.30,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000257,257,LBR-257,"Stanly R-13 Fiberglass Batt 15"" No. 257",Quality hardware from The Build Depot (TBD),27,Stanly,33.99,2.60,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000258,258,LBR-258,"4M 4x8 1/2"" Drywall Sheet No. 258",Quality hardware from The Build Depot (TBD),28,4M,37.99,2.90,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000259,259,HVC-259,Rust-O-Liam 1500W Ceramic Space Heater No. 259,Quality hardware from The Build Depot (TBD),29,Rust-O-Liam,73.99,3.20,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000260,260,HVC-260,"Sherman-Willams 52"" Ceiling Fan w/ Light No. 260",Quality hardware from The Build Depot (TBD),30,Sherman-Willams,79.99,3.50,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000261,261,HVC-261,Behr-ly Smart Thermostat No. 261,Quality hardware from The Build Depot (TBD),31,Behr-ly,85.99,3.80,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000262,262,HVC-262,Dromel 20x25x1 HVAC Filter 4-Pk No. 262,Quality hardware from The Build Depot (TBD),32,Dromel,91.99,4.10,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000263,263,OTD-263,"BLOCK+DEKKER 21"" Self-Propelled Mower No. 263",Quality hardware from The Build Depot (TBD),33,BLOCK+DEKKER,23.99,4.40,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000264,264,OTD-264,Kraftsman Bypass Pruner No. 264,Quality hardware from The Build Depot (TBD),34,Kraftsman,31.99,4.70,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000265,265,OTD-265,Huskie Solar Path Light 6-Pack No. 265,Quality hardware from The Build Depot (TBD),35,Huskie,39.99,5.00,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000266,266,OTD-266,Klien Toolz 6ft Privacy Fence Panel No. 266,Quality hardware from The Build Depot (TBD),36,Klien Toolz,47.99,5.30,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000267,267,SAF-267,Levitan Smoke/CO Combo Detector No. 267,Quality hardware from The Build Depot (TBD),37,Levitan,23.99,0.60,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000268,268,SAF-268,Dolta Faucets Combination Padlock No. 268,Quality hardware from The Build Depot (TBD),38,Dolta Faucets,25.99,0.90,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
